tipo,subtipo,ubicacion,ciudad,hora,lat,lon
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Autopista Central - Eje Gral. Velásquez,,2025-04-19T20:36:46,-33.497403,-70.693007
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Ruta 78,,2025-04-19T20:37:09,-33.499885,-70.795715
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-03T11:35:02,-33.471714,-70.748344
JAM,JAM_HEAVY_TRAFFIC,Av. Américo Vespucio,La Florida,2025-04-19T20:37:34,-33.515394,-70.592353
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-18T00:00:00,-33.474695,-70.748857
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Hugo Bravo,Maipú,2025-04-17T23:59:40,-33.474695,-70.748857
ROAD_CLOSED,ROAD_CLOSED_EVENT,Negrete,Conchalí,2024-12-17T11:59:07,-33.396267,-70.671402
POLICE,,Nueva de Matte,Independencia,2025-04-19T20:38:08,-33.40656,-70.667296
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,Conchalí,2024-06-06T09:26:54,-33.396267,-70.671402
ROAD_CLOSED,ROAD_CLOSED_EVENT,Aves del Paraíso,Maipú,2025-04-18T00:05:26,-33.471714,-70.748344
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Autopista Vespucio Norte,,2025-04-19T20:38:37,-33.488912,-70.750165
CHIT_CHAT,,Purísima,Recoleta,2025-04-19T20:38:17,-33.433473,-70.638698
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-03T11:35:02,-33.471714,-70.748344
JAM,JAM_STAND_STILL_TRAFFIC,Av. General San Martín,Quilicura,2025-04-19T20:37:56,-33.365766,-70.737737
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-18T00:00:00,-33.474695,-70.748857
POLICE,,Lago O'Higgins,Peñalolén,2025-04-19T20:41:13,-33.468085,-70.544667
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Hugo Bravo,Maipú,2025-04-17T23:59:40,-33.474695,-70.748857
CHIT_CHAT,,Federico Errázuriz,Pudahuel,2025-04-19T20:40:12,-33.442279,-70.764108
ROAD_CLOSED,ROAD_CLOSED_EVENT,Negrete,Conchalí,2024-12-17T11:59:07,-33.396267,-70.671402
POLICE,,Unión Latinoamericana,Santiago,2025-04-19T20:41:42,-33.4506,-70.674085
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,Conchalí,2024-06-06T09:26:54,-33.396267,-70.671402
ROAD_CLOSED,ROAD_CLOSED_EVENT,Aves del Paraíso,Maipú,2025-04-18T00:05:26,-33.471714,-70.748344
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Dr. Guillermo Mann,Ñuñoa,2025-04-19T20:40:47,-33.470871,-70.6169
HAZARD,HAZARD_ON_ROAD,Pasaje Las Moras,El Bosque,2025-04-19T20:40:50,-33.571987,-70.683353
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Américo Vespucio,Cerrillos,2025-04-19T20:40:49,-33.51665,-70.71342
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-03T11:35:02,-33.471714,-70.748344
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Américo Vespucio,Cerrillos,2025-04-19T20:40:54,-33.516922,-70.712708
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Mariano Sánchez Fontecilla,Peñalolén,2025-04-19T20:50:05,-33.473891,-70.554489
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-18T00:00:00,-33.474695,-70.748857
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Av. Gabriela,La Pintana,2025-04-19T21:15:03,-33.584335,-70.619192
POLICE,POLICE_HIDING,Av. Pedro Fontova Norte,Huechuraba,2025-04-19T21:06:49,-33.360383,-70.67049
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Av. Departamental,San Joaquín,2025-04-19T20:52:31,-33.507046,-70.634458
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Américo Vespucio,La Florida,2025-04-19T21:06:25,-33.514978,-70.592007
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Américo Vespucio,Cerrillos,2025-04-19T20:44:41,-33.516675,-70.713357
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Hugo Bravo,Maipú,2025-04-17T23:59:40,-33.474695,-70.748857
CHIT_CHAT,,Av. Departamental,Pedro Aguirre Cerda,2025-04-19T20:55:05,-33.494115,-70.67684
CHIT_CHAT,,Av. Américo Vespucio,Peñalolén,2025-04-19T20:57:07,-33.47066,-70.57644
POLICE,,Av. Macul,Macul,2025-04-19T21:10:45,-33.489086,-70.599561
CHIT_CHAT,,Av. Las Torres,Estación Central,2025-04-19T20:58:01,-33.467703,-70.731401
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Av. José Joaquín Pérez,Pudahuel,2025-04-19T21:06:22,-33.42897,-70.750989
POLICE,,Av. Macul,Macul,2025-04-19T21:09:30,-33.488189,-70.599518
POLICE,,José Miguel de la Barra,Santiago,2025-04-19T20:47:14,-33.436329,-70.643328
POLICE,,El Cristal,La Florida,2025-04-19T20:58:41,-33.550516,-70.573937
POLICE,,El Cid,Maipú,2025-04-19T21:05:11,-33.513903,-70.772745
POLICE,,,La Reina,2025-04-19T21:07:12,-33.434717,-70.520431
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Ruta 78,,2025-04-19T21:00:09,-33.483203,-70.715558
ROAD_CLOSED,,,Ñuñoa,2025-04-19T20:54:49,-33.47,-70.575899
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Colón,Independencia,2025-04-19T21:07:59,-33.422448,-70.658122
CHIT_CHAT,,Calle 3,Huechuraba,2025-04-19T20:54:00,-33.359474,-70.670944
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Vivaceta,Santiago,2025-04-19T21:05:22,-33.431316,-70.660693
POLICE,,Álvarez de Toledo,San Miguel,2025-04-19T21:01:23,-33.491538,-70.643368
JAM,,Ruta 68,,2025-04-19T21:10:48,-33.448912,-70.869834
JAM,,Ruta 68,,2025-04-19T21:00:42,-33.438395,-70.817373
POLICE,,Av. Matucana,Santiago,2025-04-19T21:06:43,-33.442017,-70.679762
JAM,JAM_HEAVY_TRAFFIC,,,2025-04-19T21:04:52,-33.492849,-70.751655
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Caletera Acceso Sur,La Pintana,2025-04-19T20:59:44,-33.583424,-70.611163
POLICE,,Los Copihues,San Bernardo,2025-04-19T21:07:04,-33.619345,-70.705511
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Marathon,Ñuñoa,2025-04-19T21:01:17,-33.467238,-70.614245
POLICE,,Av. Las Condes,Lo Barnechea,2025-04-19T20:59:24,-33.366537,-70.498399
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Padre Hurtado,San Bernardo,2025-04-19T21:12:10,-33.598398,-70.680935
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hermanos Carrera,Maipú,2025-04-19T20:59:46,-33.510258,-70.761629
POLICE,,Del Rey,Maipú,2025-04-19T21:09:22,-33.523898,-70.770718
ROAD_CLOSED,ROAD_CLOSED_EVENT,Negrete,Conchalí,2024-12-17T11:59:07,-33.396267,-70.671402
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Av. Eyzaguirre,Puente Alto,2025-04-19T21:07:12,-33.611539,-70.543243
CHIT_CHAT,,Matta Oriente,Ñuñoa,2025-04-19T20:51:51,-33.454763,-70.627425
JAM,JAM_HEAVY_TRAFFIC,Av. Américo Vespucio,Pudahuel,2025-04-19T21:02:29,-33.448571,-70.776449
JAM,,Alcalá de Henares,La Reina,2025-04-19T21:03:43,-33.447288,-70.553204
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Ruta 57 CH / Autopista Los Libertadores,,2025-04-19T21:12:22,-33.201967,-70.663091
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Salida 17 > Oriente / Costanera,,2025-04-19T21:07:28,-33.415872,-70.780751
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Caletera Acceso Sur,La Pintana,2025-04-19T20:49:00,-33.582868,-70.611242
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Salvador Allende,Lo Espejo,2025-04-19T21:02:39,-33.516568,-70.685081
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Av. Gabriela,La Pintana,2025-04-19T20:49:48,-33.58322,-70.610466
JAM,JAM_STAND_STILL_TRAFFIC,Autopista Vespucio Sur,,2025-04-19T21:12:44,-33.470931,-70.576645
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Américo Vespucio,Cerrillos,2025-04-19T21:09:30,-33.516224,-70.71451
POLICE,,Francisco de Aguirre,Vitacura,2025-04-19T21:04:34,-33.401263,-70.595915
POLICE,,Eyzaguirre,San Bernardo,2025-04-19T20:58:57,-33.591103,-70.704763
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,Conchalí,2024-06-06T09:26:54,-33.396267,-70.671402
CHIT_CHAT,,Nueva Aldea,La Florida,2025-04-19T21:10:13,-33.522857,-70.574885
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Barros Luco,Lampa,2025-04-19T21:04:04,-33.287368,-70.86951
ROAD_CLOSED,,Santa Amalia,La Florida,2025-04-19T20:49:52,-33.543559,-70.580355
ROAD_CLOSED,ROAD_CLOSED_EVENT,Aves del Paraíso,Maipú,2025-04-18T00:05:26,-33.471714,-70.748344
HAZARD,HAZARD_ON_ROAD,Los Cobres de Vitacura,Vitacura,2025-04-19T21:10:02,-33.387953,-70.567654
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Manquehue,Las Condes,2025-04-19T21:11:28,-33.399365,-70.570844
CHIT_CHAT,,Av. San Pablo,Pudahuel,2025-04-19T20:50:48,-33.444134,-70.753219
HAZARD,HAZARD_ON_ROAD,,Las Condes,2025-04-19T21:12:01,-33.402786,-70.579669
HAZARD,HAZARD_ON_ROAD,Av. Calera de Tango,Calera de Tango,2025-04-19T21:03:37,-33.618622,-70.807782
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Rinconada,Maipú,2025-04-19T21:15:46,-33.50968,-70.766245
CHIT_CHAT,,Av. Departamental,Pedro Aguirre Cerda,2025-04-19T20:50:29,-33.485698,-70.687072
HAZARD,HAZARD_ON_ROAD_OBJECT,Av. Suiza,Estación Central,2025-04-19T21:05:40,-33.477773,-70.702795
POLICE,,Arcadia,San Miguel,2025-04-19T21:07:35,-33.479525,-70.654019
HAZARD,HAZARD_ON_ROAD,Lincoyán,Ñuñoa,2025-04-19T21:04:49,-33.452692,-70.620464
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Eyzaguirre,Puente Alto,2025-04-19T21:07:18,-33.611667,-70.542623
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-03T11:35:02,-33.471714,-70.748344
HAZARD,HAZARD_ON_ROAD,Av. Libertador Bernardo O'Higgins,Santiago,2025-04-19T20:38:35,-33.445723,-70.657261
POLICE,,Miguel Claro,Providencia,2025-04-19T21:09:26,-33.440019,-70.618253
CHIT_CHAT,,José Miguel de la Barra,Santiago,2025-04-19T20:57:53,-33.43623,-70.643288
HAZARD,HAZARD_ON_ROAD,Av. Vicuña Mackenna,Macul,2025-04-19T21:09:38,-33.497245,-70.616028
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Pedro Aguirre Cerda,Cerrillos,2025-04-19T21:15:55,-33.500712,-70.709967
JAM,,Ruta 68,,2025-04-19T21:13:46,-33.438034,-70.819166
JAM,,Ruta 78,,2025-04-19T21:15:03,-33.509033,-70.799311
JAM,,,,2025-04-19T20:46:24,-33.493091,-70.752114
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Av. Los Molineros,Peñalolén,2025-04-19T21:06:46,-33.470141,-70.568544
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Grecia,Peñalolén,2025-04-19T21:01:23,-33.473096,-70.556086
JAM,JAM_HEAVY_TRAFFIC,Av. General San Martín,Quilicura,2025-04-19T20:48:52,-33.364995,-70.737583
HAZARD,HAZARD_ON_ROAD,Av. San Pablo,Lo Prado,2025-04-19T20:42:48,-33.444189,-70.722887
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Av. Lo Errázuriz,Cerrillos,2025-04-19T21:14:30,-33.50229,-70.694627
ROAD_CLOSED,ROAD_CLOSED_EVENT,,Ñuñoa,2025-04-19T21:09:32,-33.469233,-70.575758
CHIT_CHAT,,Av. Neptuno,Lo Prado,2025-04-19T20:54:59,-33.444998,-70.723415
POLICE,,Av. El Parrón,La Cisterna,2025-04-19T21:11:50,-33.521926,-70.674247
POLICE,,Av. Neptuno,Lo Prado,2025-04-19T21:05:40,-33.443381,-70.723247
POLICE,,Av. Américo Vespucio,La Cisterna,2025-04-19T21:09:57,-33.533282,-70.675859
POLICE,,Av. Tobalaba,Peñalolén,2025-04-19T21:02:39,-33.47316,-70.555007
ACCIDENT,,Av. María Rozas Velásquez,Lo Prado,2025-04-19T21:09:12,-33.441845,-70.70731
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Av. Alcalde Fernando Castillo Velasco,La Reina,2025-04-19T20:53:43,-33.452689,-70.528179
POLICE,,Av. Departamental,Pedro Aguirre Cerda,2025-04-19T21:09:26,-33.497709,-70.671613
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,,Puente Alto,2025-04-19T21:00:14,-33.582913,-70.609669
POLICE,,Av. Guanaco,Recoleta,2025-04-19T20:54:34,-33.386636,-70.657136
CHIT_CHAT,,Concón,Estación Central,2025-04-19T20:48:21,-33.455492,-70.695689
ROAD_CLOSED,ROAD_CLOSED_EVENT,Aves del Paraíso,Maipú,2025-04-18T00:05:16,-33.471714,-70.748344
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-18T00:00:00,-33.474695,-70.748857
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Hugo Bravo,Maipú,2025-04-17T23:59:40,-33.474695,-70.748857
HAZARD,HAZARD_ON_ROAD,Guillermo Tell,La Reina,2025-04-19T21:18:12,-33.446075,-70.57023
ROAD_CLOSED,ROAD_CLOSED_EVENT,Negrete,Conchalí,2024-12-17T11:59:07,-33.396267,-70.671402
POLICE,POLICE_HIDING,9 de Julio,Lo Prado,2025-04-19T21:17:29,-33.438491,-70.718218
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,Conchalí,2024-06-06T09:26:54,-33.396267,-70.671402
ROAD_CLOSED,ROAD_CLOSED_EVENT,Aves del Paraíso,Maipú,2025-04-18T00:05:26,-33.471714,-70.748344
ROAD_CLOSED,,Volcán Llaima,Quilicura,2025-04-19T21:16:59,-33.361038,-70.747075
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-03T11:35:02,-33.471714,-70.748344
ROAD_CLOSED,ROAD_CLOSED_EVENT,Aves del Paraíso,Maipú,2025-04-18T00:05:16,-33.471714,-70.748344
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hermanos Arellano,Estación Central,2025-04-19T21:03:44,-33.454635,-70.682379
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-18T00:00:00,-33.474695,-70.748857
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Hugo Bravo,Maipú,2025-04-17T23:59:40,-33.474695,-70.748857
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Vicuña Mackenna,Ñuñoa,2025-04-19T21:20:37,-33.463769,-70.627334
ACCIDENT,,Av. Apóstol Santiago,Renca,2025-04-19T21:20:15,-33.415174,-70.691814
ROAD_CLOSED,ROAD_CLOSED_EVENT,Negrete,Conchalí,2024-12-17T11:59:07,-33.396267,-70.671402
POLICE,,General San Martín,Colina,2025-04-19T21:19:11,-33.241058,-70.697886
HAZARD,HAZARD_ON_ROAD_OBJECT,Av. Suiza,,2025-04-19T21:19:56,-33.478549,-70.702481
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,Conchalí,2024-06-06T09:26:54,-33.396267,-70.671402
ROAD_CLOSED,ROAD_CLOSED_EVENT,Aves del Paraíso,Maipú,2025-04-18T00:05:26,-33.471714,-70.748344
JAM,JAM_HEAVY_TRAFFIC,Av. Vicuña Mackenna,Ñuñoa,2025-04-19T21:20:28,-33.46351,-70.62741
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-03T11:35:02,-33.471714,-70.748344
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Ruta 78,,2025-04-19T21:19:11,-33.573179,-70.849323
JAM,,Ruta 68,,2025-04-19T21:13:46,-33.437725,-70.820809
ROAD_CLOSED,ROAD_CLOSED_EVENT,Aves del Paraíso,Maipú,2025-04-18T00:05:16,-33.471714,-70.748344
POLICE,,Av. Alcalde Jorge Monckeberg,Ñuñoa,2025-04-19T21:18:50,-33.466246,-70.585695
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Coronel Robles,Quinta Normal,2025-04-19T21:10:53,-33.434934,-70.692544
HAZARD,HAZARD_ON_ROAD,,,2025-04-19T21:17:56,-33.477235,-70.653438
ROAD_CLOSED,ROAD_CLOSED_EVENT,Vicuña Rozas,Cerro Navia,2025-01-20T01:44:57,-33.43366,-70.722512
ROAD_CLOSED,ROAD_CLOSED_EVENT,Los Aromos,"Malloco, Peñaflor",2025-04-15T13:44:42,-33.615202,-70.876263
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Hugo Bravo,Maipú,2025-04-18T00:01:53,-33.474809,-70.747296
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Av. Libertador Bernardo O'Higgins,Santiago,2025-02-17T09:00:00,-33.445985,-70.66094
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Av. La Marina,San Miguel,2025-04-19T21:01:14,-33.495171,-70.663047
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-18T00:00:00,-33.474695,-70.748857
HAZARD,HAZARD_ON_ROAD_OBJECT,Autopista Costanera Norte,,2025-04-19T21:21:54,-33.411723,-70.747523
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Hugo Bravo,Maipú,2025-04-17T23:59:40,-33.474695,-70.748857
HAZARD,HAZARD_ON_ROAD_OBJECT,Rinconada,Maipú,2025-04-19T21:22:40,-33.50607,-70.793575
HAZARD,HAZARD_ON_ROAD_POT_HOLE,López de Alcázar,Independencia,2025-04-19T21:21:09,-33.423749,-70.658208
CHIT_CHAT,,Av. Américo Vespucio,Pudahuel,2025-04-19T21:20:51,-33.447929,-70.777142
JAM,JAM_HEAVY_TRAFFIC,Ruta 68,,2025-04-19T21:21:48,-33.445028,-70.783306
ROAD_CLOSED,ROAD_CLOSED_EVENT,Negrete,Conchalí,2024-12-17T11:59:07,-33.396267,-70.671402
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,Conchalí,2024-06-06T09:26:54,-33.396267,-70.671402
ROAD_CLOSED,ROAD_CLOSED_EVENT,Aves del Paraíso,Maipú,2025-04-18T00:05:26,-33.471714,-70.748344
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-03T11:35:02,-33.471714,-70.748344
JAM,JAM_HEAVY_TRAFFIC,Ruta 68,,2025-04-19T21:21:08,-33.443151,-70.79304
JAM,JAM_HEAVY_TRAFFIC,Ramón Cruz Montt,Ñuñoa,2025-04-19T21:21:57,-33.467526,-70.581776
POLICE,,Av. Las Condes,Lo Barnechea,2025-04-19T21:21:03,-33.36397,-70.494421
ROAD_CLOSED,ROAD_CLOSED_EVENT,Aves del Paraíso,Maipú,2025-04-18T00:05:16,-33.471714,-70.748344
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-18T00:00:00,-33.474695,-70.748857
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Hugo Bravo,Maipú,2025-04-17T23:59:40,-33.474695,-70.748857
JAM,,Campanario,Las Condes,2025-04-19T21:23:26,-33.387165,-70.534561
ROAD_CLOSED,ROAD_CLOSED_EVENT,Negrete,Conchalí,2024-12-17T11:59:07,-33.396267,-70.671402
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,Conchalí,2024-06-06T09:26:54,-33.396267,-70.671402
JAM,JAM_STAND_STILL_TRAFFIC,Av. Libertador Bernardo O'Higgins,Santiago,2025-04-19T21:23:36,-33.444077,-70.650952
ROAD_CLOSED,ROAD_CLOSED_EVENT,Aves del Paraíso,Maipú,2025-04-18T00:05:26,-33.471714,-70.748344
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-03T11:35:02,-33.471714,-70.748344
POLICE,,Av. Concha y Toro,Puente Alto,2025-04-19T21:23:16,-33.610394,-70.575767
ROAD_CLOSED,ROAD_CLOSED_EVENT,Aves del Paraíso,Maipú,2025-04-18T00:05:16,-33.471714,-70.748344
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-18T00:00:00,-33.474695,-70.748857
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Hugo Bravo,Maipú,2025-04-17T23:59:40,-33.474695,-70.748857
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Av. Manuel Antonio Matta,Santiago,2025-04-19T21:25:17,-33.458002,-70.641177
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Tomás Yávar,El Bosque,2025-04-19T21:26:38,-33.54986,-70.654606
HAZARD,HAZARD_ON_ROAD_OBJECT,Departamental,San Miguel,2025-04-19T21:25:24,-33.502014,-70.660008
HAZARD,HAZARD_ON_ROAD,María Celeste,Ñuñoa,2025-04-19T21:25:11,-33.465123,-70.580683
ROAD_CLOSED,ROAD_CLOSED_EVENT,Negrete,Conchalí,2024-12-17T11:59:07,-33.396267,-70.671402
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,Conchalí,2024-06-06T09:26:54,-33.396267,-70.671402
POLICE,,Av. Departamental,Pedro Aguirre Cerda,2025-04-19T21:25:13,-33.497138,-70.672713
ROAD_CLOSED,ROAD_CLOSED_EVENT,Aves del Paraíso,Maipú,2025-04-18T00:05:26,-33.471714,-70.748344
POLICE,,Av. Las Condes,Lo Barnechea,2025-04-19T21:25:09,-33.363363,-70.493747
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-03T11:35:02,-33.471714,-70.748344
POLICE,,Av. España,Batuco,2025-04-19T21:26:16,-33.237242,-70.806054
POLICE,,Av. Fermín Vivaceta,Independencia,2025-04-19T21:26:14,-33.428094,-70.660637
ROAD_CLOSED,ROAD_CLOSED_EVENT,Aves del Paraíso,Maipú,2025-04-18T00:05:16,-33.471714,-70.748344
ACCIDENT,,Av. Suiza,Estación Central,2025-04-19T21:00:08,-33.476968,-70.702735
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-03T11:35:02,-33.473052,-70.748596
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Av. Libertador Bernardo O'Higgins,Santiago,2025-02-17T09:00:00,-33.445903,-70.657977
ROAD_CLOSED,ROAD_CLOSED_EVENT,Depósito Express Pudahuel,Pudahuel,2025-02-26T16:35:42,-33.442052,-70.790182
HAZARD,HAZARD_ON_ROAD,Av. Salvador,Providencia,2025-04-19T21:12:06,-33.434463,-70.626242
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-18T00:00:00,-33.474695,-70.748857
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Hugo Bravo,Maipú,2025-04-17T23:59:40,-33.474695,-70.748857
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Autopista Costanera Norte,,2025-04-19T21:28:39,-33.42523,-70.674045
POLICE,,Autopista Nororiente,,2025-04-19T21:27:22,-33.300068,-70.729715
POLICE,,Luis Pasteur,Vitacura,2025-04-19T21:27:25,-33.374737,-70.570487
ROAD_CLOSED,ROAD_CLOSED_EVENT,Negrete,Conchalí,2024-12-17T11:59:07,-33.396267,-70.671402
HAZARD,HAZARD_ON_ROAD_OBJECT,Autopista Central - Eje Gral. Velásquez,,2025-04-19T21:26:55,-33.404888,-70.695532
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,Conchalí,2024-06-06T09:26:54,-33.396267,-70.671402
ROAD_CLOSED,ROAD_CLOSED_EVENT,Aves del Paraíso,Maipú,2025-04-18T00:05:26,-33.471714,-70.748344
POLICE,,Los Criollos,La Pintana,2025-04-19T21:27:40,-33.56541,-70.629725
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-03T11:35:02,-33.471714,-70.748344
POLICE,,Av. Italia,Providencia,2025-04-19T21:27:39,-33.444257,-70.625689
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Américo Vespucio,Peñalolén,2025-04-19T21:28:02,-33.462416,-70.573827
ROAD_CLOSED,ROAD_CLOSED_EVENT,Aves del Paraíso,Maipú,2025-04-18T00:05:16,-33.471714,-70.748344
ROAD_CLOSED,ROAD_CLOSED_EVENT,Depósito Express Pudahuel,Pudahuel,2025-02-26T16:12:39,-33.442052,-70.790182
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-18T00:00:00,-33.474695,-70.748857
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Hugo Bravo,Maipú,2025-04-17T23:59:40,-33.474695,-70.748857
JAM,JAM_HEAVY_TRAFFIC,Av. Camilo Henríquez,Puente Alto,2025-04-19T21:30:02,-33.57291,-70.5551
JAM,JAM_STAND_STILL_TRAFFIC,Los Europeos,Quilicura,2025-04-19T21:29:53,-33.36146,-70.710262
ROAD_CLOSED,ROAD_CLOSED_EVENT,Negrete,Conchalí,2024-12-17T11:59:07,-33.396267,-70.671402
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,Conchalí,2024-06-06T09:26:54,-33.396267,-70.671402
ROAD_CLOSED,ROAD_CLOSED_EVENT,Aves del Paraíso,Maipú,2025-04-18T00:05:26,-33.471714,-70.748344
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-03T11:35:02,-33.471714,-70.748344
POLICE,,Av. Grecia,Ñuñoa,2025-04-19T21:29:46,-33.46717,-70.581593
HAZARD,HAZARD_ON_ROAD_OBJECT,Autopista Costanera Norte,,2025-04-19T21:28:51,-33.425145,-70.674272
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Américo Vespucio,Peñalolén,2025-04-19T21:29:13,-33.463947,-70.574349
POLICE,,Av. Italia,Providencia,2025-04-19T21:29:00,-33.441719,-70.626446
JAM,,Exequiel Fernández,Macul,2025-04-19T21:29:13,-33.488417,-70.601724
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Américo Vespucio,La Florida,2025-04-19T21:29:37,-33.519374,-70.595513
POLICE,,Manso de Velasco,Quinta Normal,2025-04-19T21:30:25,-33.438158,-70.705433
